title,release_year,budget,revenue,runtime,mpaa_rating_numeric,director_score,cast_score,genre_war,genre_western,genre_sci-fi,genre_biography,genre_musical,genre_thriller,genre_mystery,genre_news,genre_sport,genre_animation,genre_adventure,genre_family,genre_crime,genre_music,genre_romance,genre_history,genre_fantasy,genre_drama,genre_horror,genre_action,genre_comedy,genre_documentary
Predators,2010,40000000,127200000,107,4,6.8,6.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Sorcerer's Apprentice,2010,150000000,215300000,109,2,6.5,6.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Incendies,2010,6800000,6788659,131,4,8.1,5.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Robin Hood,2010,200000000,321669741,140,3,7.1,9.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Scott Pilgrim vs. the World,2010,85000000,51691156,113,3,7.4,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
127 Hours,2010,18000000,35700000,94,4,7.2,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nanny McPhee and the Big Bang,2010,35000000,93251121,109,2,6.1,8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Prince of Persia: The Sands of Time,2010,200000000,336365676,116,3,7.2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
The Last Airbender,2010,150000000,319713881,103,2,6.2,2.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Salt,2010,110000000,293329073,100,3,6.6,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Piranha 3D,2010,24000000,83188165,88,4,6.2,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Kick-Ass,2010,28000000,96188903,117,4,7.3,7.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
The King's Speech,2010,15000000,414211549,118,4,6.4,8.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Eat Pray Love,2010,60000000,204594016,133,3,5.9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Way Back,2010,30000000,24200000,133,3,7.3,8.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Unstoppable,2010,100000000,167805466,98,3,6.9,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Buried,2010,1987650,19152480,95,4,7,4.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Love & Other Drugs,2010,30000000,102800000,112,4,7.2,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Easy A,2010,8000000,75026327,93,3,6.3,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
RED,2010,58000000,199006387,111,3,6.5,7.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
True Grit,2010,38000000,252300000,110,3,7.1,11.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tucker and Dale vs. Evil,2010,5000000,5224938,89,4,7.5,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Remember Me,2010,16000000,56000000,113,3,7.1,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Diary of a Wimpy Kid,2010,15000000,76196538,92,2,5.8,3.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Chloe,2010,14000000,13657649,96,4,6.9,8.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Fighter,2010,25000000,129190869,116,4,7,11.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Sex and the City 2,2010,100000000,290700000,147,4,5.1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
A Nightmare on Elm Street,2010,35000000,115664037,95,4,5.2,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Never Let Me Go,2010,15000000,9918093,103,4,7,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Paranormal Activity 2,2010,3000000,177512032,91,4,6.2,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Tourist,2010,100000000,278731369,103,3,7.2,7.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Wolfman,2010,150000000,140700000,103,4,6.6,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Little Fockers,2010,100000000,310650585,98,3,6.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
The Losers,2010,25000000,23580000,97,3,6.2,6.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Killers,2010,75000000,98159963,100,3,6.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Splice,2010,26000000,17010170,104,4,6.4,5.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dear John,2010,25000000,114977104,108,3,6.7,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Machete,2010,10500000,45491656,105,4,6.6,7.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Legend of the Guardians: The Owls of Ga'Hoole,2010,80000000,140073390,97,2,6.8,4.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Takers,2010,32000000,80205382,107,3,5.5,4.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Inside Job,2010,2000000,7871522,109,3,8.2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Tooth Fairy,2010,48000000,112462508,101,2,5.2,4.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
The Last Song,2010,20000000,89137047,107,2,5.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Date Night,2010,55000000,152300000,88,3,6.4,7.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
The Ghost Writer,2010,45000000,60300000,128,3,7.1,6.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Let Me In,2010,20000000,24145613,116,4,7.4,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
13 Assassins,2010,6000000,17555141,141,4,6.8,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Secretariat,2010,35000000,60300000,123,2,6.7,4.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The Last Exorcism,2010,1800000,69400000,87,3,5.7,3.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Bounty Hunter,2010,40000000,136300000,110,3,6.3,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Wall Street: Money Never Sleeps,2010,70000000,134748021,133,3,7,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Switch,2010,19000000,49830607,101,3,6.1,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Debt,2010,20000000,45636368,113,4,6.9,7.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jonah Hex,2010,47000000,10539000,82,3,5.8,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Yogi Bear,2010,80000000,203509374,80,2,5.2,5.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
My Name Is Khan,2010,12000000,42345360,165,3,7.9,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Trust,2010,9500000,120000,104,4,6.9,5.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Valentine's Day,2010,52000000,216528528,125,3,6.1,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Get Him to the Greek,2010,40000000,90029656,109,4,6.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Burlesque,2010,55000000,89500000,119,3,6.4,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Cats & Dogs: The Revenge of Kitty Galore,2010,85000000,112483764,82,2,5.4,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Daybreakers,2010,20000000,51417188,98,4,6.4,9.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Four Lions,2010,3900000,6200000,97,4,7.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Don't Be Afraid of the Dark,2010,25000000,36993168,99,4,5.5,5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Troll Hunter,2010,3500000,4159678,103,3,6.5,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Winter's Bone,2010,2000000,13831503,101,4,7.1,6.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
I Love You Phillip Morris,2010,13000000,20768906,98,4,7,7.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Rubber,2010,500000,98017,82,4,5.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Monsters,2010,500000,5639730,94,4,6.8,3.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Morning Glory,2010,40000000,60040976,107,3,6.8,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Hereafter,2010,50000000,107000000,129,3,7.2,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"Tomorrow, When the War Began",2010,27000000,16533595,103,4,6.1,3.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Ramona and Beezus,2010,15000000,27293743,103,1,6,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Of Gods and Men,2010,4000000,41424067,120,3,7.2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
True Legend,2010,20000000,6820000,115,4,6.2,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Brooklyn's Finest,2010,17000000,45700000,133,4,6.9,7.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
You Again,2010,20000000,32054369,105,2,5.6,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Fair Game,2010,22000000,25806953,108,3,7.1,7.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Furry Vengeance,2010,35000000,36236710,92,2,5.3,3.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Animal Kingdom,2010,5000000,1000000,113,4,6.8,7.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Conviction,2010,12500000,11826980,107,4,6.7,6.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jackass 3D,2010,20000000,117224271,100,4,6.7,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
The Company Men,2010,15000000,4882577,104,4,6.8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Somewhere,2010,8000000,14788642,98,4,6.6,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Why Did I Get Married Too?,2010,20000000,60673972,121,3,5.2,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Rabbit Hole,2010,5000000,5144717,91,3,7.4,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
You Will Meet a Tall Dark Stranger,2010,22000000,3248246,98,4,7.2,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Illusionist,2010,18000000,6007194,80,2,7.6,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Stake Land,2010,650000,33245,98,4,6.4,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Killer Inside Me,2010,13000000,3977192,109,4,6.4,5.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Ondine,2010,12000000,1790061,111,3,6.9,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Loved Ones,2010,4000000,358399,84,4,6.6,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Detective Dee and the Mystery of the Phantom Flame,2010,13000000,51723285,123,3,6.6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Howl,2010,5000000,1183258,84,4,6.4,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Made in Dagenham,2010,7200000,12629471,113,4,6.9,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
In a Better World,2010,15000000,13004198,118,4,7.1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Kids Are All Right,2010,3500000,34705850,106,4,7,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Barney's Version,2010,30000000,8454301,134,4,7.3,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
For Colored Girls,2010,21000000,38000000,134,4,5.2,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I Am Love,2010,3600000,12014663,120,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Sarah's Key,2010,10000000,17511906,111,3,7.5,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hesher,2010,7000000,449702,106,4,6.9,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Another Year,2010,8000000,18124262,129,3,7.6,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Catfish,2010,30000,3045943,87,3,6.4,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Country Strong,2010,15000000,20601987,117,3,6.3,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Last Circus,2010,7000000,3604598,106,4,6.4,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Point Blank,2010,16000000,708215,84,4,6.8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
The Tempest,2010,20000000,346594,111,3,6.6,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Get Low,2010,700000,10522511,103,3,7,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Please Give,2010,3000000,4033574,90,4,6.2,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Casino Jack,2010,12500000,1083683,108,4,6.2,5.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Life During Wartime,2010,4500000,744816,97,4,6.9,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Ip Man 2,2010,12900000,36000000,108,4,7.3,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Resident Evil: Afterlife,2010,60000000,300228084,97,4,5.8,3.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Sound of Noise,2010,4466000,24565,102,4,7.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Real Steel,2011,110000000,299300000,127,3,6.4,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Harry Potter and the Deathly Hallows: Part 2,2011,125000000,1341511219,130,3,7.3,7.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
The Help,2011,25000000,216600000,146,3,6.8,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Intouchables,2011,13000000,426590315,113,4,8.5,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Cars 2,2011,200000000,559852396,106,1,7.4,5.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"Crazy, Stupid, Love.",2011,50000000,145079584,118,3,7,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Pirates of the Caribbean: On Stranger Tides,2011,379000000,1046721266,136,3,6.7,7.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Rio,2011,90000000,483866772,96,1,6.7,6.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Insidious,2011,1500000,100106454,102,3,6.9,5.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rango,2011,135000000,245700000,112,2,6.9,6.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Just Go with It,2011,80000000,214945591,117,3,5.7,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Final Destination 5,2011,40000000,157887643,91,4,5.8,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Girl with the Dragon Tattoo,2011,90000000,232617430,158,4,7.6,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Hangover Part II,2011,80000000,586764305,102,4,6.6,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Moneyball,2011,50000000,110206216,134,3,7.3,9.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Kung Fu Panda 2,2011,150000000,665692281,91,2,6.5,5.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Thor,2011,150000000,449326618,115,3,6.8,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
The Twilight Saga: Breaking Dawn - Part 1,2011,110000000,712171856,117,3,6.4,6.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Captain America: The First Avenger,2011,140000000,370569774,124,3,6.6,7.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Rise of the Planet of the Apes,2011,93000000,481800873,105,3,6.8,6.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Paul,2011,40000000,98000000,104,4,7.1,5.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Mission: Impossible - Ghost Protocol,2011,145000000,694713380,133,3,7.6,8.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Limitless,2011,27000000,161900000,105,3,7.1,6.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombiana,2011,40000000,71508440,108,3,6.2,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
One Day,2011,15000000,59400000,107,3,7,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Skin I Live In,2011,13000000,33750478,120,4,7.2,5.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Drive,2011,15000000,78100000,100,4,6.6,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Sherlock Holmes: A Game of Shadows,2011,125000000,334615000,129,3,7.2,6.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Puss in Boots,2011,130000000,554987477,90,2,6.4,6.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Friends with Benefits,2011,35000000,149500000,110,4,6.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Source Code,2011,32000000,147332697,93,3,7.3,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Margin Call,2011,3500000,19504039,108,4,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Take Shelter,2011,5000000,3741098,120,4,7,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Midnight in Paris,2011,17000000,151119219,94,3,7.2,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Bridesmaids,2011,32500000,288383523,125,4,6.6,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Green Lantern,2011,200000000,219851172,114,3,6.6,5.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Horrible Bosses,2011,35000000,209838559,98,4,6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
The Adventures of Tintin,2011,130000000,373993951,107,2,7.5,7.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Scream 4,2011,40000000,97231420,111,4,6.5,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Contagion,2011,60000000,137551594,106,3,6.8,11.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Tree of Life,2011,32000000,54700000,139,3,7.2,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Sucker Punch,2011,82000000,89792502,110,3,6.8,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
I Am Number Four,2011,50000000,149900000,109,3,6.3,4.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Hanna,2011,30000000,63782078,111,3,7.1,9.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
The Smurfs,2011,110000000,563749323,102,2,5.2,3.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Paranormal Activity 3,2011,5000000,207039844,83,4,6.4,3.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hugo,2011,170000000,185770160,126,2,7.6,5.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Tinker Tailor Soldier Spy,2011,30000000,80600000,127,4,7.4,9.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
No Strings Attached,2011,25000000,149200000,107,4,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Battle: Los Angeles,2011,70000000,211800000,116,3,5.7,5.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Immortals,2011,75000000,226904017,110,4,6.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Warrior,2011,25000000,23300000,140,3,7.4,8.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Super 8,2011,50000000,260100000,112,3,7.3,5.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cowboys & Aliens,2011,163000000,174822325,119,3,7,8.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
We Need to Talk About Kevin,2011,7000000,10800000,113,4,7,6.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Abduction,2011,35000000,82087155,106,3,6.4,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Adjustment Bureau,2011,50200000,127900000,106,3,7,11.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jack and Jill,2011,79000000,149700000,91,2,5.7,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Samsara,2011,4000000,2639616,102,3,8.4,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Alvin and the Chipmunks: Chipwrecked,2011,75000000,342695435,87,1,5.8,3.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
We Bought a Zoo,2011,50000000,120081841,124,2,6.9,12.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Jane Eyre,2011,13000000,34710627,120,3,7.3,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Courageous,2011,1000000,35690739,129,3,6.8,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Diary of a Wimpy Kid: Rodrick Rules,2011,21000000,72526996,99,2,6.5,3.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Bad Teacher,2011,20000000,216197492,92,4,6.2,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Drive Angry,2011,50000000,40909909,104,4,5.4,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
War Horse,2011,66000000,177584879,146,3,7.5,5.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Melancholia,2011,7400000,15946321,130,4,7.4,5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Artist,2011,15000000,133432856,100,3,7.8,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
